code_name,type,from,to,Month_from,Day_from,time_from,Month_to,Day_to,time_to,Sum of Sum of f_price,Sum of Sum of fees,Sum of Sum of total_price
Vietnam Airlines,Economy (EC)-L,Hải Phòng,TP HCM,April,23,1899-12-30 05:25:00,April,23,1899-12-30 07:40:00,1809000,801000,2610000
Vietnam Airlines,Economy (EC)-L,Thanh Hóa,TP HCM,April,23,1899-12-30 05:55:00,April,23,1899-12-30 08:05:00,1809000,801000,2610000
Vietnam Airlines,Economy (EC)-L,TP HCM,Thanh Hóa,April,23,1899-12-30 09:50:00,April,23,1899-12-30 11:50:00,1809000,801000,2610000
Vietnam Airlines,Economy (EC)-L,Thanh Hóa,TP HCM,April,24,1899-12-30 11:15:00,April,24,1899-12-30 01:25:00,1809000,801000,2610000
Vietnam Airlines,Economy (EC)-L,TP HCM,Hải Phòng,April,25,1899-12-30 04:55:00,April,25,1899-12-30 07:00:00,1809000,801000,2610000
Vietnam Airlines,Economy (EC)-L,TP HCM,Hải Phòng,April,26,1899-12-30 02:25:00,April,26,1899-12-30 04:30:00,1809000,801000,2610000
Vietnam Airlines,Economy (EC)-L,Hải Phòng,TP HCM,April,26,1899-12-30 05:25:00,April,26,1899-12-30 07:40:00,1809000,801000,2610000
Vietnam Airlines,Economy (EC)-Q,Phú Quốc,Hà Nội,April,4,1899-12-30 07:35:00,April,4,1899-12-30 09:40:00,1809000,801000,2610000
Vietnam Airlines,Economy (EC)-Q,Hà Nội,Phú Quốc,April,4,1899-12-30 12:50:00,April,4,1899-12-30 03:05:00,1809000,801000,2610000
Vietnam Airlines,Economy (EC)-Q,Phú Quốc,Hà Nội,April,7,1899-12-30 01:25:00,April,7,1899-12-30 03:40:00,1809000,801000,2610000
Vietnam Airlines,Economy (EC)-Q,Phú Quốc,Hà Nội,April,7,1899-12-30 11:30:00,April,7,1899-12-30 01:45:00,1809000,801000,2610000
Vietnam Airlines,Economy (EC)-Q,Hà Nội,Phú Quốc,April,9,1899-12-30 06:25:00,April,9,1899-12-30 08:30:00,1809000,801000,2610000
Vietnam Airlines,Economy (EC)-Q,Phú Quốc,Hà Nội,April,10,1899-12-30 11:30:00,April,10,1899-12-30 01:45:00,1809000,801000,2610000
Vietnam Airlines,Economy (EC)-Q,Phú Quốc,Hà Nội,April,11,1899-12-30 07:35:00,April,11,1899-12-30 09:40:00,1809000,801000,2610000
Vietnam Airlines,Economy (EC)-Q,Hà Nội,Phú Quốc,April,14,1899-12-30 12:50:00,April,14,1899-12-30 03:05:00,1809000,801000,2610000
Vietnam Airlines,Economy (EC)-Q,Hà Nội,Phú Quốc,April,16,1899-12-30 06:25:00,April,16,1899-12-30 08:30:00,1809000,801000,2610000
Vietnam Airlines,Economy (EC)-Q,Phú Quốc,Hà Nội,April,16,1899-12-30 06:30:00,April,16,1899-12-30 08:45:00,1809000,801000,2610000
Vietnam Airlines,Economy (EC)-Q,Phú Quốc,Hà Nội,April,18,1899-12-30 07:35:00,April,18,1899-12-30 09:40:00,1809000,801000,2610000
Vietnam Airlines,Economy (EC)-Q,Hà Nội,Phú Quốc,April,18,1899-12-30 12:50:00,April,18,1899-12-30 03:05:00,1809000,801000,2610000
Vietnam Airlines,Economy (EC)-Q,Hà Nội,Phú Quốc,April,23,1899-12-30 05:55:00,April,23,1899-12-30 08:10:00,1809000,801000,2610000
Vietnam Airlines,Economy (EC)-Q,Phú Quốc,Hà Nội,April,23,1899-12-30 06:30:00,April,23,1899-12-30 08:45:00,1809000,801000,2610000
Vietnam Airlines,Economy (EC)-Q,Hà Nội,Phú Quốc,April,23,1899-12-30 06:35:00,April,23,1899-12-30 08:50:00,1809000,801000,2610000
Vietnam Airlines,Economy (EC)-Q,Phú Quốc,Hà Nội,April,25,1899-12-30 07:35:00,April,25,1899-12-30 09:50:00,1809000,801000,2610000
Vietnam Airlines,Economy (EC)-Q,Hà Nội,Phú Quốc,April,26,1899-12-30 10:30:00,April,26,1899-12-30 12:45:00,1809000,801000,2610000
Vietnam Airlines,Economy (EC)-Q,Phú Quốc,Hà Nội,April,28,1899-12-30 01:25:00,April,28,1899-12-30 03:40:00,1809000,801000,2610000
Vietnam Airlines,Economy (EC)-Q,Hà Nội,Phú Quốc,April,29,1899-12-30 06:40:00,April,29,1899-12-30 08:55:00,1809000,801000,2610000
Vietnam Airlines,Economy (EC)-Q,Hà Nội,Phú Quốc,May,1,1899-12-30 08:20:00,May,1,1899-12-30 10:35:00,1809000,801000,2610000
Vietnam Airlines,Economy (EC)-Q,Hà Nội,Phú Quốc,May,1,1899-12-30 10:30:00,May,1,1899-12-30 12:45:00,1809000,801000,2610000
Vietnam Airlines,Economy (EC)-Q,Phú Quốc,Hà Nội,May,4,1899-12-30 03:45:00,May,4,1899-12-30 06:00:00,1809000,801000,2610000
Bamboo Airways,Eco Smart,Hà Nội,Phú Quốc,April,1,1899-12-30 03:00:00,April,1,1899-12-30 05:05:00,1800000,802000,2602000
Bamboo Airways,Eco Smart,Hà Nội,Phú Quốc,April,2,1899-12-30 02:00:00,April,2,1899-12-30 04:05:00,1800000,802000,2602000
Bamboo Airways,Eco Smart,Hà Nội,Phú Quốc,April,5,1899-12-30 02:00:00,April,5,1899-12-30 04:05:00,1800000,802000,2602000
Bamboo Airways,Eco Smart,Hà Nội,Nha Trang,April,9,1899-12-30 08:25:00,April,9,1899-12-30 10:15:00,1800000,802000,2602000
Bamboo Airways,Eco Smart,Hà Nội,Phú Quốc,April,11,1899-12-30 02:00:00,April,11,1899-12-30 04:05:00,1800000,802000,2602000
Bamboo Airways,Eco Smart,Phú Quốc,Hà Nội,April,11,1899-12-30 07:00:00,April,11,1899-12-30 09:05:00,1800000,802000,2602000
Bamboo Airways,Eco Smart,Phú Quốc,Hà Nội,April,12,1899-12-30 12:50:00,April,12,1899-12-30 02:55:00,1800000,802000,2602000
Bamboo Airways,Eco Smart,Hà Nội,Nha Trang,April,14,1899-12-30 08:25:00,April,14,1899-12-30 10:15:00,1800000,802000,2602000
Bamboo Airways,Eco Smart,Hà Nội,Phú Quốc,April,18,1899-12-30 02:00:00,April,18,1899-12-30 04:05:00,1800000,802000,2602000
Bamboo Airways,Eco Smart,Hà Nội,Nha Trang,April,24,1899-12-30 08:25:00,April,24,1899-12-30 10:15:00,1800000,802000,2602000
Bamboo Airways,Eco Smart,Phú Quốc,Hà Nội,April,25,1899-12-30 09:50:00,April,25,1899-12-30 11:55:00,1800000,802000,2602000
Bamboo Airways,Eco Smart,Hà Nội,Phú Quốc,April,28,1899-12-30 07:00:00,April,28,1899-12-30 09:05:00,1800000,802000,2602000
Bamboo Airways,Eco Smart,Đà Lạt,Hà Nội,May,2,1899-12-30 08:00:00,May,2,1899-12-30 09:50:00,1800000,802000,2602000
Bamboo Airways,Eco Smart,Nha Trang,Hà Nội,May,4,1899-12-30 02:50:00,May,4,1899-12-30 04:40:00,1800000,802000,2602000
Vietjet,Eco,Quy Nhơn,Hà Nội,May,3,1899-12-30 02:45:00,May,3,1899-12-30 04:25:00,1809000,791900,2600900
Vietjet,Eco,Đà Nẵng,Hà Nội,May,2,1899-12-30 03:30:00,May,2,1899-12-30 04:45:00,1790000,790000,2580000
Vietjet,Eco,Đà Nẵng,Hà Nội,May,3,1899-12-30 03:30:00,May,3,1899-12-30 04:45:00,1790000,790000,2580000
Vietnam Airlines,Economy (EC)-N,Đà Nẵng,Hà Nội,April,24,1899-12-30 03:10:00,April,24,1899-12-30 04:30:00,1218000,1362000,2580000
Bamboo Airways,Eco Flex,Hà Nội,Đà Nẵng,April,2,1899-12-30 09:30:00,April,2,1899-12-30 10:50:00,1750000,797000,2547000
Bamboo Airways,Eco Flex,Hà Nội,Đà Nẵng,April,16,1899-12-30 08:00:00,April,16,1899-12-30 09:20:00,1750000,797000,2547000
Vietjet,Eco,Hà Nội,Phú Quốc,April,2,1899-12-30 09:50:00,April,2,1899-12-30 11:55:00,1739000,784900,2523900
Vietjet,Eco,Hà Nội,Phú Quốc,April,2,1899-12-30 10:45:00,April,2,1899-12-30 12:50:00,1739000,784900,2523900
Vietjet,Eco,Phú Quốc,Hà Nội,April,4,1899-12-30 01:30:00,April,4,1899-12-30 03:35:00,1739000,784900,2523900
Vietjet,Eco,Phú Quốc,Hà Nội,April,4,1899-12-30 12:25:00,April,4,1899-12-30 02:25:00,1739000,784900,2523900
Vietjet,Eco,Hà Nội,Phú Quốc,April,10,1899-12-30 07:05:00,April,10,1899-12-30 09:10:00,1739000,784900,2523900
Vietjet,Eco,Phú Quốc,Hà Nội,April,11,1899-12-30 05:10:00,April,11,1899-12-30 07:15:00,1739000,784900,2523900
Vietjet,Eco,Hà Nội,Phú Quốc,April,29,1899-12-30 02:15:00,April,29,1899-12-30 04:20:00,1739000,784900,2523900
Vietjet,Eco,Hà Nội,Phú Quốc,April,29,1899-12-30 07:05:00,April,29,1899-12-30 09:10:00,1739000,784900,2523900
Vietjet,Eco,Hà Nội,Phú Quốc,April,29,1899-12-30 09:50:00,April,29,1899-12-30 11:55:00,1739000,784900,2523900
Vietjet,Eco,Hà Nội,Phú Quốc,April,30,1899-12-30 02:15:00,April,30,1899-12-30 04:20:00,1739000,784900,2523900
Vietjet,Eco,Hà Nội,Phú Quốc,April,30,1899-12-30 03:10:00,April,30,1899-12-30 05:15:00,1739000,784900,2523900
Vietjet,Eco,Phú Quốc,Hà Nội,May,2,1899-12-30 12:25:00,May,2,1899-12-30 02:25:00,1739000,784900,2523900
Vietjet,Eco,Cần Thơ,Hà Nội,May,3,1899-12-30 01:25:00,May,3,1899-12-30 03:35:00,1739000,784900,2523900
Bamboo Airways,Eco Smart,Hà Nội,Nha Trang,April,1,1899-12-30 01:45:00,April,1,1899-12-30 03:35:00,1700000,792000,2492000
Bamboo Airways,Eco Smart,Hà Nội,Đà Lạt,April,1,1899-12-30 05:55:00,April,1,1899-12-30 07:45:00,1700000,792000,2492000
Bamboo Airways,Eco Smart,Hà Nội,Nha Trang,April,3,1899-12-30 01:45:00,April,3,1899-12-30 03:35:00,1700000,792000,2492000
Bamboo Airways,Eco Smart,Nha Trang,Hà Nội,April,5,1899-12-30 05:00:00,April,5,1899-12-30 06:50:00,1700000,792000,2492000
Bamboo Airways,Eco Smart,Đà Lạt,Hà Nội,April,5,1899-12-30 08:00:00,April,5,1899-12-30 09:50:00,1700000,792000,2492000
Bamboo Airways,Eco Smart,Nha Trang,Hà Nội,April,18,1899-12-30 10:55:00,April,18,1899-12-30 12:45:00,1700000,792000,2492000
Bamboo Airways,Eco Smart,Nha Trang,Hà Nội,April,21,1899-12-30 02:50:00,April,21,1899-12-30 04:40:00,1700000,792000,2492000
Bamboo Airways,Eco Smart,Hà Nội,Nha Trang,April,23,1899-12-30 08:25:00,April,23,1899-12-30 10:15:00,1700000,792000,2492000
Bamboo Airways,Eco Smart,Nha Trang,Hà Nội,April,25,1899-12-30 10:55:00,April,25,1899-12-30 12:45:00,1700000,792000,2492000
Bamboo Airways,Eco Smart,Nha Trang,Hà Nội,May,4,1899-12-30 04:15:00,May,4,1899-12-30 06:05:00,1700000,792000,2492000
Vietjet,Eco,Hà Nội,Nha Trang,April,8,1899-12-30 08:10:00,April,8,1899-12-30 10:00:00,1689000,779900,2468900
Vietjet,Eco,Hà Nội,Nha Trang,April,9,1899-12-30 07:35:00,April,9,1899-12-30 09:15:00,1689000,779900,2468900
Vietjet,Eco,Nha Trang,Hà Nội,April,11,1899-12-30 11:10:00,April,11,1899-12-30 01:00:00,1689000,779900,2468900
Vietjet,Eco,Hà Nội,Nha Trang,April,16,1899-12-30 03:50:00,April,16,1899-12-30 05:40:00,1689000,779900,2468900
Vietjet,Eco,Hà Nội,Nha Trang,April,16,1899-12-30 07:35:00,April,16,1899-12-30 09:15:00,1689000,779900,2468900
Vietjet,Eco,Hà Nội,Nha Trang,April,23,1899-12-30 03:50:00,April,23,1899-12-30 05:40:00,1689000,779900,2468900
Vietjet,Eco,Hà Nội,Nha Trang,April,23,1899-12-30 08:10:00,April,23,1899-12-30 10:00:00,1689000,779900,2468900
Vietjet,Eco,Hà Nội,Đà Lạt,April,29,1899-12-30 07:35:00,April,29,1899-12-30 09:25:00,1689000,779900,2468900
Vietjet,Eco,TP HCM,Đà Nẵng,April,30,1899-12-30 05:35:00,April,30,1899-12-30 06:55:00,1689000,779900,2468900
Vietjet,Eco,Đà Lạt,Hà Nội,May,2,1899-12-30 04:05:00,May,2,1899-12-30 06:15:00,1689000,779900,2468900
Vietjet,Eco,Đà Nẵng,TP HCM,May,2,1899-12-30 05:35:00,May,2,1899-12-30 07:00:00,1689000,779900,2468900
Vietjet,Eco,Đà Lạt,Hà Nội,May,2,1899-12-30 10:00:00,May,2,1899-12-30 11:50:00,1689000,779900,2468900
Vietjet,Eco,Đà Lạt,Hà Nội,May,3,1899-12-30 04:05:00,May,3,1899-12-30 06:15:00,1689000,779900,2468900
Vietjet,Eco,Đà Nẵng,Hà Nội,April,11,1899-12-30 07:40:00,April,11,1899-12-30 09:00:00,1118000,1333800,2451800
Bamboo Airways,Eco Flex,Đà Nẵng,Hà Nội,April,18,1899-12-30 10:05:00,April,18,1899-12-30 11:25:00,1650000,787000,2437000
Vietravel Airlines,Qfleow (Q) - Vé được hoàn,TP HCM,Hà Nội,April,22,1899-12-30 09:15:00,April,22,1899-12-30 11:25:00,1650000,776000,2426000
Vietjet,Eco,Quy Nhơn,Hà Nội,April,4,1899-12-30 02:45:00,April,4,1899-12-30 04:25:00,1629000,773900,2402900
Vietjet,Eco,Quy Nhơn,Hà Nội,April,18,1899-12-30 02:45:00,April,18,1899-12-30 04:25:00,1629000,773900,2402900
Vietjet,Eco,Hà Nội,Quy Nhơn,April,30,1899-12-30 06:15:00,April,30,1899-12-30 07:50:00,1629000,773900,2402900
Vietjet,Eco,Quy Nhơn,Hà Nội,May,2,1899-12-30 06:35:00,May,2,1899-12-30 08:15:00,1629000,773900,2402900
Vietjet,Eco,Quy Nhơn,Hà Nội,May,3,1899-12-30 06:35:00,May,3,1899-12-30 08:15:00,1629000,773900,2402900
Vietnam Airlines,Economy (EC)-Q,Hà Nội,Đà Lạt,April,2,1899-12-30 05:15:00,April,2,1899-12-30 07:15:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,Hà Nội,Đà Lạt,April,2,1899-12-30 06:05:00,April,2,1899-12-30 07:55:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,Hà Nội,Nha Trang,April,2,1899-12-30 09:15:00,April,2,1899-12-30 11:15:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,Hà Nội,Nha Trang,April,3,1899-12-30 07:10:00,April,3,1899-12-30 09:10:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,Nha Trang,Hà Nội,April,5,1899-12-30 06:50:00,April,5,1899-12-30 08:50:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,Nha Trang,Hà Nội,April,6,1899-12-30 06:50:00,April,6,1899-12-30 08:50:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,Hà Nội,Đà Lạt,April,6,1899-12-30 12:45:00,April,6,1899-12-30 02:45:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,Hà Nội,Đà Lạt,April,10,1899-12-30 07:45:00,April,10,1899-12-30 09:40:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,Hà Nội,Nha Trang,April,15,1899-12-30 07:10:00,April,15,1899-12-30 09:10:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,Nha Trang,Hà Nội,April,16,1899-12-30 03:05:00,April,16,1899-12-30 05:05:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,Hà Nội,Đà Lạt,April,17,1899-12-30 07:45:00,April,17,1899-12-30 09:40:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,Đà Lạt,Hà Nội,April,18,1899-12-30 08:05:00,April,18,1899-12-30 10:05:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,Nha Trang,Hà Nội,April,19,1899-12-30 06:50:00,April,19,1899-12-30 08:50:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,Hà Nội,Nha Trang,April,20,1899-12-30 07:10:00,April,20,1899-12-30 09:10:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,Hà Nội,Nha Trang,April,21,1899-12-30 07:10:00,April,21,1899-12-30 09:10:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,Cần Thơ,Hà Nội,April,25,1899-12-30 03:15:00,April,25,1899-12-30 05:30:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,Đà Lạt,Hà Nội,April,26,1899-12-30 05:00:00,April,26,1899-12-30 07:00:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,Hà Nội,Đà Lạt,April,28,1899-12-30 07:45:00,April,28,1899-12-30 09:40:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,Hà Nội,Nha Trang,April,28,1899-12-30 12:25:00,April,28,1899-12-30 02:25:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,Cần Thơ,Hà Nội,April,29,1899-12-30 03:15:00,April,29,1899-12-30 05:30:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,Hà Nội,Đà Lạt,April,29,1899-12-30 12:45:00,April,29,1899-12-30 02:45:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,Hà Nội,TP HCM,April,30,1899-12-30 07:00:00,April,30,1899-12-30 09:15:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,Hà Nội,Nha Trang,May,1,1899-12-30 03:25:00,May,1,1899-12-30 05:25:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,Hà Nội,Nha Trang,May,1,1899-12-30 05:55:00,May,1,1899-12-30 07:55:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,Hà Nội,Nha Trang,May,1,1899-12-30 07:10:00,May,1,1899-12-30 09:10:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,Hà Nội,Nha Trang,May,1,1899-12-30 09:15:00,May,1,1899-12-30 11:15:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,Hà Nội,Nha Trang,May,1,1899-12-30 12:25:00,May,1,1899-12-30 02:25:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,TP HCM,Hà Nội,May,3,1899-12-30 03:00:00,May,3,1899-12-30 05:10:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,TP HCM,Hà Nội,May,3,1899-12-30 04:00:00,May,3,1899-12-30 06:10:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,TP HCM,Hà Nội,May,3,1899-12-30 05:00:00,May,3,1899-12-30 07:10:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,TP HCM,Hà Nội,May,3,1899-12-30 06:00:00,May,3,1899-12-30 08:10:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,TP HCM,Hà Nội,May,3,1899-12-30 08:00:00,May,3,1899-12-30 10:10:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,TP HCM,Hà Nội,May,3,1899-12-30 10:00:00,May,4,1899-12-30 12:10:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,TP HCM,Hà Nội,May,3,1899-12-30 10:30:00,May,4,1899-12-30 12:40:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,Nha Trang,Hà Nội,May,4,1899-12-30 03:05:00,May,4,1899-12-30 05:05:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,Nha Trang,Hà Nội,May,4,1899-12-30 09:45:00,May,4,1899-12-30 11:45:00,1609000,781000,2390000
Vietnam Airlines,Economy (EC)-Q,Nha Trang,Hà Nội,May,4,1899-12-30 11:55:00,May,4,1899-12-30 01:55:00,1609000,781000,2390000
Vietnam Airlines,Economy (EF)-K,Quy Nhơn,Hà Nội,April,6,1899-12-30 09:15:00,April,6,1899-12-30 10:50:00,1609000,781000,2390000
Vietnam Airlines,Economy (EF)-K,Quy Nhơn,Hà Nội,April,8,1899-12-30 04:30:00,April,8,1899-12-30 06:10:00,1609000,781000,2390000
Vietnam Airlines,Economy (EF)-K,Hà Nội,Quy Nhơn,April,10,1899-12-30 07:05:00,April,10,1899-12-30 08:55:00,1609000,781000,2390000
Vietnam Airlines,Economy (EF)-K,Hà Nội,Quy Nhơn,April,17,1899-12-30 10:15:00,April,17,1899-12-30 12:05:00,1609000,781000,2390000
Vietnam Airlines,Economy (EF)-K,Quy Nhơn,Hà Nội,April,18,1899-12-30 12:45:00,April,18,1899-12-30 02:25:00,1609000,781000,2390000
Vietnam Airlines,Economy (EF)-K,Hà Nội,Quy Nhơn,April,29,1899-12-30 07:05:00,April,29,1899-12-30 08:55:00,1609000,781000,2390000
Vietnam Airlines,Economy (EF)-K,Hà Nội,Quy Nhơn,April,29,1899-12-30 10:15:00,April,29,1899-12-30 12:05:00,1609000,781000,2390000
Vietnam Airlines,Economy (EF)-K,Hà Nội,Quy Nhơn,April,30,1899-12-30 01:40:00,April,30,1899-12-30 03:30:00,1609000,781000,2390000
Vietnam Airlines,Economy (EF)-K,Quy Nhơn,Hà Nội,May,3,1899-12-30 09:35:00,May,3,1899-12-30 11:15:00,1609000,781000,2390000
Vietnam Airlines,Economy (EF)-S,Hà Nội,Đà Nẵng,April,3,1899-12-30 11:20:00,April,3,1899-12-30 12:45:00,1609000,781000,2390000
Vietnam Airlines,Economy (EF)-S,Đà Nẵng,Hà Nội,April,5,1899-12-30 01:30:00,April,5,1899-12-30 02:50:00,1609000,781000,2390000
Vietnam Airlines,Economy (EF)-S,Hà Nội,Đà Nẵng,April,9,1899-12-30 08:20:00,April,9,1899-12-30 09:45:00,1609000,781000,2390000
Vietnam Airlines,Economy (EF)-S,Đà Nẵng,Hà Nội,April,11,1899-12-30 05:10:00,April,11,1899-12-30 06:30:00,1609000,781000,2390000
Vietnam Airlines,Economy (EF)-S,Đà Nẵng,Hà Nội,April,11,1899-12-30 07:10:00,April,11,1899-12-30 08:30:00,1609000,781000,2390000
Vietnam Airlines,Economy (EF)-S,Đà Nẵng,Hà Nội,April,12,1899-12-30 01:30:00,April,12,1899-12-30 02:50:00,1609000,781000,2390000
Vietnam Airlines,Economy (EF)-S,Hà Nội,Đà Nẵng,April,15,1899-12-30 09:20:00,April,15,1899-12-30 10:45:00,1609000,781000,2390000
Vietnam Airlines,Economy (EF)-S,TP HCM,Đà Nẵng,April,16,1899-12-30 09:55:00,April,16,1899-12-30 11:20:00,1609000,781000,2390000
Vietnam Airlines,Economy (EF)-S,Hà Nội,Đà Nẵng,April,17,1899-12-30 07:30:00,April,17,1899-12-30 08:55:00,1609000,781000,2390000
Vietnam Airlines,Economy (EF)-S,Đà Nẵng,TP HCM,April,18,1899-12-30 02:55:00,April,18,1899-12-30 04:25:00,1609000,781000,2390000
Vietnam Airlines,Economy (EF)-S,Đà Nẵng,Hà Nội,April,18,1899-12-30 03:10:00,April,18,1899-12-30 04:30:00,1609000,781000,2390000
Vietnam Airlines,Economy (EF)-S,Đà Nẵng,TP HCM,May,2,1899-12-30 02:55:00,May,2,1899-12-30 04:25:00,1609000,781000,2390000
Vietnam Airlines,Economy (EF)-S,Đà Nẵng,TP HCM,May,2,1899-12-30 06:40:00,May,2,1899-12-30 08:10:00,1609000,781000,2390000
Vietnam Airlines,Economy (EF)-S,Đà Nẵng,Hà Nội,May,2,1899-12-30 11:25:00,May,2,1899-12-30 12:45:00,1609000,781000,2390000
Bamboo Airways,Eco Flex,Hà Nội,Đà Nẵng,April,18,1899-12-30 09:30:00,April,18,1899-12-30 10:50:00,1600000,782000,2382000
Bamboo Airways,Eco Flex,TP HCM,Đà Nẵng,April,30,1899-12-30 05:50:00,April,30,1899-12-30 07:20:00,1600000,782000,2382000
Bamboo Airways,Eco Flex,Đà Nẵng,Hà Nội,May,3,1899-12-30 10:05:00,May,3,1899-12-30 11:25:00,1600000,782000,2382000
Bamboo Airways,Eco Smart,Phú Quốc,Hà Nội,April,1,1899-12-30 09:50:00,April,1,1899-12-30 11:55:00,1600000,782000,2382000
Bamboo Airways,Eco Smart,Phú Quốc,Hà Nội,April,2,1899-12-30 05:55:00,April,2,1899-12-30 08:00:00,1600000,782000,2382000
Bamboo Airways,Eco Smart,Phú Quốc,Hà Nội,April,6,1899-12-30 07:00:00,April,6,1899-12-30 09:05:00,1600000,782000,2382000
Bamboo Airways,Eco Smart,Phú Quốc,Hà Nội,April,17,1899-12-30 05:55:00,April,17,1899-12-30 08:00:00,1600000,782000,2382000
Bamboo Airways,Eco Smart,Phú Quốc,Hà Nội,April,17,1899-12-30 12:50:00,April,17,1899-12-30 02:55:00,1600000,782000,2382000
Bamboo Airways,Eco Smart,Hà Nội,Phú Quốc,April,18,1899-12-30 07:00:00,April,18,1899-12-30 09:05:00,1600000,782000,2382000
Bamboo Airways,Eco Smart,Phú Quốc,Hà Nội,April,18,1899-12-30 09:50:00,April,18,1899-12-30 11:55:00,1600000,782000,2382000
Bamboo Airways,Eco Smart,Phú Quốc,Hà Nội,April,20,1899-12-30 12:50:00,April,20,1899-12-30 02:55:00,1600000,782000,2382000
Bamboo Airways,Eco Smart,Hà Nội,Phú Quốc,April,21,1899-12-30 02:00:00,April,21,1899-12-30 04:05:00,1600000,782000,2382000
Bamboo Airways,Eco Smart,Phú Quốc,Hà Nội,April,21,1899-12-30 09:50:00,April,21,1899-12-30 11:55:00,1600000,782000,2382000
Bamboo Airways,Eco Smart,Phú Quốc,Hà Nội,April,22,1899-12-30 05:55:00,April,22,1899-12-30 08:00:00,1600000,782000,2382000
Bamboo Airways,Eco Smart,Hà Nội,Phú Quốc,April,26,1899-12-30 10:00:00,April,26,1899-12-30 12:05:00,1600000,782000,2382000
Bamboo Airways,Eco Smart,Hà Nội,Cần Thơ,April,29,1899-12-30 09:20:00,April,29,1899-12-30 11:35:00,1600000,782000,2382000
Bamboo Airways,Eco Smart,Phú Quốc,Hà Nội,May,1,1899-12-30 05:55:00,May,1,1899-12-30 08:00:00,1600000,782000,2382000
Bamboo Airways,Eco Smart,Phú Quốc,Hà Nội,May,1,1899-12-30 12:50:00,May,1,1899-12-30 02:55:00,1600000,782000,2382000
Vietnam Airlines,Economy (EC)-E,TP HCM,Hà Nội,May,3,1899-12-30 07:00:00,May,3,1899-12-30 09:10:00,1018000,1342000,2360000
Vietnam Airlines,Economy (EC)-R,Đà Nẵng,Hà Nội,April,12,1899-12-30 03:10:00,April,12,1899-12-30 04:30:00,1018000,1342000,2360000
Pacific Airlines,Economy (EF)-S,Đà Nẵng,TP HCM,May,2,1899-12-30 09:25:00,May,2,1899-12-30 10:45:00,1559000,776000,2335000
Pacific Airlines,Economy (EF)-S,Huế,TP HCM,May,3,1899-12-30 04:00:00,May,3,1899-12-30 05:25:00,1559000,776000,2335000
Vietjet,Eco,Đà Nẵng,TP HCM,May,2,1899-12-30 03:10:00,May,2,1899-12-30 04:30:00,1554000,766400,2320400
Vietjet,Eco,Hà Nội,Phú Quốc,April,1,1899-12-30 05:45:00,April,1,1899-12-30 07:50:00,1539000,764900,2303900
Vietjet,Eco,Hà Nội,Phú Quốc,April,1,1899-12-30 07:05:00,April,1,1899-12-30 09:10:00,1539000,764900,2303900
Vietjet,Eco,Hà Nội,Phú Quốc,April,1,1899-12-30 09:50:00,April,1,1899-12-30 11:55:00,1539000,764900,2303900
Vietjet,Eco,Hà Nội,Phú Quốc,April,2,1899-12-30 03:10:00,April,2,1899-12-30 05:15:00,1539000,764900,2303900
