code_name,type,from,to,Month_from,Day_from,time_from,Month_to,Day_to,time_to,Sum of Sum of f_price,Sum of Sum of fees,Sum of Sum of total_price
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,19,1899-12-30 10:00:00,April,20,1899-12-30 12:15:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,19,1899-12-30 10:30:00,April,20,1899-12-30 12:40:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,19,1899-12-30 10:30:00,April,20,1899-12-30 12:45:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,19,1899-12-30 11:00:00,April,19,1899-12-30 01:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,19,1899-12-30 11:00:00,April,19,1899-12-30 01:15:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,19,1899-12-30 12:00:00,April,19,1899-12-30 02:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,19,1899-12-30 12:00:00,April,19,1899-12-30 02:15:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,19,1899-12-30 12:25:00,April,19,1899-12-30 02:35:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,Đà Lạt,April,19,1899-12-30 12:45:00,April,19,1899-12-30 02:45:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,20,1899-12-30 01:00:00,April,20,1899-12-30 03:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,20,1899-12-30 01:00:00,April,20,1899-12-30 03:15:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,20,1899-12-30 02:00:00,April,20,1899-12-30 04:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,20,1899-12-30 02:00:00,April,20,1899-12-30 04:15:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,20,1899-12-30 03:00:00,April,20,1899-12-30 05:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,20,1899-12-30 03:00:00,April,20,1899-12-30 05:15:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,20,1899-12-30 03:20:00,April,20,1899-12-30 05:50:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,Nha Trang,April,20,1899-12-30 03:45:00,April,20,1899-12-30 05:45:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,20,1899-12-30 04:00:00,April,20,1899-12-30 06:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,20,1899-12-30 04:00:00,April,20,1899-12-30 06:15:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,20,1899-12-30 06:00:00,April,20,1899-12-30 08:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,20,1899-12-30 06:00:00,April,20,1899-12-30 08:25:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,20,1899-12-30 09:00:00,April,20,1899-12-30 11:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Nha Trang,Hà Nội,April,20,1899-12-30 09:15:00,April,20,1899-12-30 11:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,20,1899-12-30 10:00:00,April,20,1899-12-30 12:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,20,1899-12-30 10:00:00,April,20,1899-12-30 12:15:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,20,1899-12-30 10:00:00,April,21,1899-12-30 12:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,20,1899-12-30 10:00:00,April,21,1899-12-30 12:15:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,20,1899-12-30 10:30:00,April,21,1899-12-30 12:40:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,20,1899-12-30 10:30:00,April,21,1899-12-30 12:45:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,20,1899-12-30 11:00:00,April,20,1899-12-30 01:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,20,1899-12-30 11:00:00,April,20,1899-12-30 01:15:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,20,1899-12-30 12:00:00,April,20,1899-12-30 02:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,20,1899-12-30 12:00:00,April,20,1899-12-30 02:15:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Quy Nhơn,Hà Nội,April,20,1899-12-30 12:45:00,April,20,1899-12-30 02:25:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,Đà Lạt,April,20,1899-12-30 12:45:00,April,20,1899-12-30 02:45:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,20,1899-12-30 12:45:00,April,20,1899-12-30 02:55:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,21,1899-12-30 01:00:00,April,21,1899-12-30 03:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,21,1899-12-30 01:00:00,April,21,1899-12-30 03:15:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,21,1899-12-30 01:20:00,April,21,1899-12-30 03:30:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,Quy Nhơn,April,21,1899-12-30 01:30:00,April,21,1899-12-30 03:15:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,21,1899-12-30 02:00:00,April,21,1899-12-30 04:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,21,1899-12-30 02:00:00,April,21,1899-12-30 04:15:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,Đà Lạt,April,21,1899-12-30 02:25:00,April,21,1899-12-30 04:20:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,21,1899-12-30 03:00:00,April,21,1899-12-30 05:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,21,1899-12-30 03:00:00,April,21,1899-12-30 05:15:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,21,1899-12-30 04:00:00,April,21,1899-12-30 06:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,21,1899-12-30 04:00:00,April,21,1899-12-30 06:15:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,21,1899-12-30 04:30:00,April,21,1899-12-30 06:45:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,Quy Nhơn,April,21,1899-12-30 05:20:00,April,21,1899-12-30 07:05:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,21,1899-12-30 06:00:00,April,21,1899-12-30 08:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,21,1899-12-30 06:00:00,April,21,1899-12-30 08:25:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Đà Lạt,Hà Nội,April,21,1899-12-30 08:55:00,April,21,1899-12-30 10:40:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Nha Trang,Hà Nội,April,21,1899-12-30 09:00:00,April,21,1899-12-30 10:55:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Quy Nhơn,Hà Nội,April,21,1899-12-30 09:05:00,April,21,1899-12-30 10:45:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,21,1899-12-30 10:00:00,April,21,1899-12-30 12:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,21,1899-12-30 10:00:00,April,21,1899-12-30 12:15:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,21,1899-12-30 10:00:00,April,22,1899-12-30 12:15:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Đà Lạt,Hà Nội,April,21,1899-12-30 10:20:00,April,21,1899-12-30 12:20:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,21,1899-12-30 10:30:00,April,22,1899-12-30 12:45:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,21,1899-12-30 11:00:00,April,21,1899-12-30 01:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,21,1899-12-30 11:00:00,April,21,1899-12-30 01:15:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,21,1899-12-30 12:00:00,April,21,1899-12-30 02:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,21,1899-12-30 12:00:00,April,21,1899-12-30 02:15:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Quy Nhơn,Hà Nội,April,21,1899-12-30 12:45:00,April,21,1899-12-30 02:25:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,Đà Lạt,April,21,1899-12-30 12:45:00,April,21,1899-12-30 02:45:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,22,1899-12-30 01:00:00,April,22,1899-12-30 03:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,22,1899-12-30 01:00:00,April,22,1899-12-30 03:15:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,22,1899-12-30 01:15:00,April,22,1899-12-30 03:25:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,Quy Nhơn,April,22,1899-12-30 01:40:00,April,22,1899-12-30 03:30:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,22,1899-12-30 02:00:00,April,22,1899-12-30 04:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,22,1899-12-30 02:00:00,April,22,1899-12-30 04:15:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,22,1899-12-30 03:00:00,April,22,1899-12-30 05:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,22,1899-12-30 03:00:00,April,22,1899-12-30 05:15:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Nha Trang,Hà Nội,April,22,1899-12-30 03:05:00,April,22,1899-12-30 05:05:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,22,1899-12-30 04:00:00,April,22,1899-12-30 06:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,22,1899-12-30 04:00:00,April,22,1899-12-30 06:15:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Quy Nhơn,Hà Nội,April,22,1899-12-30 04:30:00,April,22,1899-12-30 06:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,22,1899-12-30 04:35:00,April,22,1899-12-30 06:50:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Đà Lạt,Hà Nội,April,22,1899-12-30 05:00:00,April,22,1899-12-30 07:00:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,22,1899-12-30 06:00:00,April,22,1899-12-30 08:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,22,1899-12-30 06:00:00,April,22,1899-12-30 08:25:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Nha Trang,Hà Nội,April,22,1899-12-30 06:50:00,April,22,1899-12-30 08:50:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,22,1899-12-30 07:00:00,April,22,1899-12-30 09:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,Đà Lạt,April,22,1899-12-30 07:45:00,April,22,1899-12-30 09:40:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,22,1899-12-30 09:00:00,April,22,1899-12-30 11:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,22,1899-12-30 10:00:00,April,22,1899-12-30 12:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,22,1899-12-30 10:00:00,April,22,1899-12-30 12:15:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,22,1899-12-30 10:00:00,April,23,1899-12-30 12:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Đà Lạt,Hà Nội,April,22,1899-12-30 10:20:00,April,22,1899-12-30 12:20:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,22,1899-12-30 10:30:00,April,23,1899-12-30 12:40:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,22,1899-12-30 11:00:00,April,22,1899-12-30 01:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,22,1899-12-30 11:00:00,April,22,1899-12-30 01:15:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Nha Trang,Hà Nội,April,22,1899-12-30 11:55:00,April,22,1899-12-30 01:55:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,22,1899-12-30 12:00:00,April,22,1899-12-30 02:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,22,1899-12-30 12:00:00,April,22,1899-12-30 02:15:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Quy Nhơn,Hà Nội,April,22,1899-12-30 12:45:00,April,22,1899-12-30 02:25:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,Đà Lạt,April,22,1899-12-30 12:45:00,April,22,1899-12-30 02:45:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,23,1899-12-30 01:00:00,April,23,1899-12-30 03:15:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,23,1899-12-30 02:00:00,April,23,1899-12-30 04:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,23,1899-12-30 02:00:00,April,23,1899-12-30 04:15:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,TP HCM,Hà Nội,April,23,1899-12-30 03:00:00,April,23,1899-12-30 05:10:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Hà Nội,TP HCM,April,23,1899-12-30 03:00:00,April,23,1899-12-30 05:15:00,299000,670000,969000
Vietnam Airlines,Economy (EL)-P,Đà Lạt,Hà Nội,April,23,1899-12-30 03:25:00,April,23,1899-12-30 05:25:00,299000,670000,969000
